_input,_num,_widgetName,_source,_resultNumber,_pageUrl,description,date,city,parish,county
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,14,Scroll of Extraction,Scroll of Extraction,13,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mother Staunton is tried for murder in April of 1579 and found to be not guilty. (10) Appears in: Anonymous. A Detection of Damnable Driftes Practised by Three Witches Arranged at Chelmifforde in Essex. London: 1579 10,1579 April,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Huntingdonshire|,385,Scroll of Extraction,Scroll of Extraction,13,http://witching.org/brimstone/detail.php?mode=county&county=Huntingdonshire,Mother Alice Samuel makes a second confession while in Buckden this time on December 29 1592 before Reverend Father in God William Bishop of Lincoln and Justices of the Peace for the County of Huntingdon Francis Crumwell and Richard Tryce Esquires.(59) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 59,1592 December 29,Buckden,,Huntingdonshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Norfolk|,408,Scroll of Extraction,Scroll of Extraction,13,http://witching.org/brimstone/detail.php?mode=county&county=Norfolk,Elizabeth Bradwell allegedly signs her name in blood in the devil's book. (46-47) Appears in: Hale Matthew. A Collection of Modern Relations of Matter of Fact Concerning Witches & Witchcraft. London: 1693 46-47,1644,Yarmouth,,Norfolk
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,440,Scroll of Extraction,Scroll of Extraction,13,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Johane Harrison allegedly bewitches to death all of a Yeoman's (Anonymous 73) cattle after he had tries to help his bewitched sister by riding to Cambridge to see a scholar.(21) Appears in: Anonymous. The Most Cruel and Bloody Murder Committed by an Inkeepers wife called Annis Dell and her Son George Dell. London: 1606 21,1606 August 4,Hartford,Gadsden,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,15,Scroll of Extraction,Scroll of Extraction,14,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mother Nokes allegedly bewitches the limbs of two servants in the service of Thomas Spycer Anonymous 58 and Anonymous 366. Anonymous 58 had snatched a pair of gloves from Mother Nokes' daughter to which Nokes said "I will bounce him well enough" causing his limbs to give out. Anonymous 366 was afflicted when Anonymous 58 sent him to return the gloves on his behalf . Mother Nokes afflicted the boy's limbs are so badly afflicted that Thomas Spycer had to have him brought home in a wheelbarrow and he was unable to move from his bed for eight days.(15-16) Appears in: Anonymous. A Detection of Damnable Driftes Practised by Three Witches Arranged at Chelmifforde in Essex. London: 1579 15-16,1579,,Lambert Lambert End Lambourne,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Huntingdonshire|,386,Scroll of Extraction,Scroll of Extraction,14,http://witching.org/brimstone/detail.php?mode=county&county=Huntingdonshire,Mother Alice Samuel in her confession alleges that she only ever caused harm to the Throckmorton children. When asked how she knows the spirit in the shape of a dun chicken has gone from them she claims that it and the rest of her spirits "are now come into her and are now in the bottome of her bellie and make her so full that she is like to burst." They have made her so full and heavy that she could barely lace her petticoat that morning and her weight caused her horse to fall down.(59) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 59,1592 December 29,Buckden,,Huntingdonshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Norfolk|,409,Scroll of Extraction,Scroll of Extraction,14,http://witching.org/brimstone/detail.php?mode=county&county=Norfolk,The morning after an altercation where Mary Smith threatens Cecily Bayle Bayle awakes to discover a great cat on her chest and Mary Smith in her room. Immediately "after [she] fell sicke languished and grew exceeding leane." Her suffering continued for six months and was only finally relieved when she quit her job and moved. (55-57) Appears in: Roberts Alexander. A Treatise of Witchcraft. London: 1616 55-57,1616,,,Norfolk
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,441,Scroll of Extraction,Scroll of Extraction,14,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Elizabeth Weed alleges in her confession that the spirit in the form of a young man and the two puppy spirits became her familiars. She named the white puppy Lilly and the black puppy Priscill; Lilly's purpose was to hurt men women and children while Priscill's purpose was to hurt cattle. The purpose of the man-spirit was to "lye with her carnally when and as often as she desired and that hee did lye with her in that manner very often."(2) Appears in: Davenport John. The Witches of Huntingdon. London: 1646 2,1625,Catworth,Catworth,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,16,Scroll of Extraction,Scroll of Extraction,15,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mother Nokes allegedly catches her husband Mr. Nokes having an affair with the wife (Anonymous 365) of a Lamberd Ende tailor. In revenge Mother Nokes is said to have told the the tailor's wife that she will not keep her nursing child. Shortly thereafter the child dies.(16) Appears in: Anonymous. A Detection of Damnable Driftes Practised by Three Witches Arranged at Chelmifforde in Essex. London: 1579 16,1579,,Lambert Lambert End Lambourne,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Huntingdonshire|,387,Scroll of Extraction,Scroll of Extraction,15,http://witching.org/brimstone/detail.php?mode=county&county=Huntingdonshire,Mother Alice Samuel alleges during her confession that she received six familiar spirits from an "upright man" who told her Robert Throckmorton was "a hard man & would trouble her much" which is why she was instructed to use the spirits to trouble the Throckmorton children. She claims that the spirits were rewarded for their services by sucking her blood and would also suck before she sent them out. She added that sometimes she would "giue a privie becke or nod with her finger or head & then the spirits presently stopped the childrens mouths that they could not speake untill they came out againe: & then would y children wipe their eyes and be well again." The man who gave her these spirits also taught her how to call them three by the names of Pluck Catch and White and the rest by three smacks of her mouth.(59-60) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 59-60,1592 December 29,Buckden,,Huntingdonshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Norfolk|,410,Scroll of Extraction,Scroll of Extraction,15,http://witching.org/brimstone/detail.php?mode=county&county=Norfolk,Mary Smith angry with Edmund Newton for his success in the trade of Holland cheese was threatening her business. She allegedly appeared to Newton in the dead of the night and "whisked about his face (as he lay in bed) a wet cloath of very loathsome sauour" as a means of threatening him or contaminating him (with illness/ malefic magic or both).(57- 60) Appears in: Roberts Alexander. A Treatise of Witchcraft. London: 1616 57- 60,1616,,,Norfolk
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,442,Scroll of Extraction,Scroll of Extraction,15,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Elizabeth Weed alleges in her confession that she once became angry with Henry Bedell and sent her familiar Lilly to kill him but that Lilly returned claiming it lacked the power to do so; she sent Lilly out again three days later to kill Bedell's child instead and this time the familiar succeeded.(2) Appears in: Davenport John. The Witches of Huntingdon. London: 1646 2,1646 March 31,Catworth,Catworth,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,17,Scroll of Extraction,Scroll of Extraction,16,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mother Nokes is allegedly executed in April 1579 for practicing witchcraft at Chelmsford.(1) Appears in: Anonymous. A Detection of Damnable Driftes Practised by Three Witches Arranged at Chelmifforde in Essex. London: 1579 1,1579 April,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Huntingdonshire|,388,Scroll of Extraction,Scroll of Extraction,16,http://witching.org/brimstone/detail.php?mode=county&county=Huntingdonshire,Mother Alice Samuel alleges in her confession that she sent two of her spirits to Robert Throckmorton and Mistress Throckmorton but they returned claiming that "God would not suffer them to prevaile." She then sent her spirits to the Throckmorton's children and caused their strange torments; the claims the children made while in their fits were true.(59 60) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 59 60,1592 December 29,Buckden,,Huntingdonshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Norfolk|,411,Scroll of Extraction,Scroll of Extraction,16,http://witching.org/brimstone/detail.php?mode=county&county=Norfolk,Edmund Newton sees the vision of "one cloathed in russet with a little bush beard" who promised to heal the sore on his leg. Perceiving that this being came from Mary Smith and seeing that he "had clouen feet" Newton refused to be healed by the man and it disappeared instantaneously. (57-60) Appears in: Roberts Alexander. A Treatise of Witchcraft. London: 1616 57-60,1616,,,Norfolk
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,443,Scroll of Extraction,Scroll of Extraction,16,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Elizabeth Weed alleged in her confession that she once sent her familiar Lilly to Edward Musgrave but that Lilly returned claiming not to have the power. Instead Weed sent out Priscill to kill two of Musgrave's horses and one belonging to John Musgrave plus a cow of William Musgrave's and another cow of Thomas Thorp's; Priscill succeeded where Lilly had failed.(2) Appears in: Davenport John. The Witches of Huntingdon. London: 1646 2,1646 March 31,Catworth,Catworth,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,18,Scroll of Extraction,Scroll of Extraction,17,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Ursley Kempe allegedly sends her familiar Jacke to kill her brother's wife Mrs. Kempe because she "had called her whore and witche."(18) Appears in: W. W. . A True and Just Record of the Information Examination and Confession of all the Witches taken at S. Osyth in the county of Essex. London: 1582 18,1582 February,,St. Osyth; St. Ofes; St. Oses,Essex
